CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
716402508,Existing Customer,49,F,3,Graduate,Unknown,Less than $40K,Blue,36,2705,4265,0.776,0.621
721189008,Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,27,12270,4578,0.811,0
712867983,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,43,3006,5177,0.65,0.211
713814408,Existing Customer,39,M,2,Uneducated,Single,$80K - $120K,Blue,36,7901,3667,0.784,0.15
716671983,Existing Customer,38,M,0,High School,Single,$80K - $120K,Blue,29,5983,4141,0.711,0.315
708252108,Existing Customer,64,M,0,College,Single,$40K - $60K,Blue,53,7362,4065,0.711,0.259
717212958,Existing Customer,55,M,2,Doctorate,Single,$80K - $120K,Blue,36,3046,3153,0.583,0.793
713048733,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,40,34516,4054,0.364,0.054
718837683,Existing Customer,55,M,2,High School,Single,$120K +,Blue,49,3029,2394,0.471,0.497
718685358,Existing Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,44,1438.3,4488,0.826,0
771559158,Existing Customer,58,M,3,Uneducated,Unknown,$80K - $120K,Blue,46,2375,4769,0.905,0.49
710138883,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,36,8109,1835,0.344,0
711197658,Existing Customer,53,F,1,Post-Graduate,Single,$40K - $60K,Blue,43,2618,4198,0.619,0.774
708272808,Existing Customer,45,M,5,Graduate,Single,Less than $40K,Blue,36,2718,3542,0.639,0.542
720292983,Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,51,2230,4929,0.488,0.805
709112508,Attrited Customer,42,F,3,College,Single,Less than $40K,Blue,36,3802,2165,0.385,0.342
712840608,Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,43,2736,4078,0.977,0.363
788920308,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,37,2258,4368,0.596,0.554
718160358,Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Blue,39,1438.3,2492,0.296,0
712885533,Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,31,11882,3291,0.722,0.124
719268333,Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,36,1438.3,4205,0.66,0
721004133,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,25,1438.3,4093,0.659,0.374
714103908,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,36,2778,4515,0.51,0.267
771502383,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,42,2474,4884,0.509,0.622
711294258,Existing Customer,43,F,1,Graduate,Single,Less than $40K,Blue,38,2642,4780,0.725,0.9
719954733,Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,28,30357,4435,0.889,0.041
711561933,Existing Customer,57,F,1,Uneducated,Divorced,Less than $40K,Blue,47,2201,4256,0.591,0.645
716929233,Existing Customer,43,F,3,Post-Graduate,Single,$40K - $60K,Blue,24,5182,5235,0.586,0.31
709014558,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,42,3783,4383,0.783,0
710636208,Existing Customer,51,M,3,Uneducated,Married,$120K +,Blue,40,34516,3847,0.805,0
815525508,Existing Customer,46,F,3,High School,Unknown,Less than $40K,Blue,41,1515,3894,0.818,0
718746933,Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,47,2865,3441,0.65,0.706
715686183,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,34,2711,4795,1.031,0
801056358,Existing Customer,51,M,1,High School,Single,$80K - $120K,Blue,45,13287,3851,0.705,0.14
709486158,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,20,1438.3,4530,0.636,0
713826183,Attrited Customer,41,M,3,High School,Unknown,$40K - $60K,Blue,33,1639,2242,0.571,0
803342358,Existing Customer,55,M,3,Graduate,Married,$60K - $80K,Blue,49,5668,3382,0.931,0.444
780292683,Attrited Customer,55,M,1,Uneducated,Single,$120K +,Blue,41,24542,984,0.263,0.096
788646858,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29,1959,4275,0.649,0.647
711116133,Attrited Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,1838,2461,1.136,0
708584208,Attrited Customer,36,F,2,Graduate,Unknown,Less than $40K,Blue,36,3111,2367,0.519,0.809
789097833,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,27,3927,4230,0.898,0.183
709443633,Existing Customer,38,F,1,Uneducated,Married,Less than $40K,Blue,26,4345,4770,0.722,0.193
767280633,Existing Customer,46,F,2,Graduate,Unknown,Less than $40K,Blue,39,3003,4378,0.548,0.484
713096583,Attrited Customer,40,F,1,High School,Single,Less than $40K,Blue,36,1438.3,2294,0.739,0.378
721033908,Existing Customer,58,M,1,Uneducated,Single,$60K - $80K,Blue,46,2541,4552,0.745,0.414
756025233,Attrited Customer,43,F,4,Uneducated,Single,Less than $40K,Blue,36,2422,2437,0.467,0.419
711977508,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,43,1440,2141,0.481,0.841
772076208,Existing Customer,58,M,4,College,Single,$80K - $120K,Blue,47,26108,3677,0.892,0.044
710666583,Attrited Customer,29,F,1,Uneducated,Single,Less than $40K,Blue,36,2516,2321,0.5,0.919
712369308,Attrited Customer,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,3646,1969,0.52,0.287
794784633,Existing Customer,61,F,0,Uneducated,Single,$40K - $60K,Blue,55,2214,4478,0.791,0.959
716437533,Existing Customer,51,M,2,College,Single,$80K - $120K,Blue,43,11862,4101,0.66,0
712721358,Attrited Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4073,2059,0.433,0.618
720118908,Existing Customer,26,M,0,Graduate,Married,Less than $40K,Blue,36,9916,3477,0.667,0
799486158,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,29,1438.3,4222,0.667,0.66
718980633,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,36,6452,4835,0.714,0.178
717336408,Attrited Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,45,1952,2452,0.63,0.723
709546608,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,36,1438.3,4803,0.684,0.45
771688983,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,41,2252,4201,1.125,0.804
708701358,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36,2370,4000,0.975,0.857
712048008,Existing Customer,56,F,4,High School,Single,$40K - $60K,Blue,44,2610,4127,0.533,0.762
717414933,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,45,2918,3818,0.605,0.702
713032233,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,36,2708,4812,0.766,0.839
714234858,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36,3666,4735,0.826,0.474
714818058,Existing Customer,36,F,4,High School,Married,$40K - $60K,Blue,30,1438.3,4591,0.644,0
708731658,Attrited Customer,53,F,0,High School,Married,Less than $40K,Blue,41,1438.3,1587,0.448,0
780100533,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,31,26303,3586,0.914,0.09
711712983,Existing Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,46,15982,4503,0.667,0
713348433,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,29,1545,4477,0.59,0.486
820599333,Existing Customer,43,F,5,Graduate,Single,Less than $40K,Blue,38,1438.3,4469,0.932,0.42
787261008,Existing Customer,43,M,1,Post-Graduate,Unknown,$60K - $80K,Blue,37,4112,4446,0.667,0.274
778343958,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,27,1451,3866,0.714,0
760807608,Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,41,2340,4751,0.804,0.718
771108933,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,34,1926,4385,0.614,0.456
715954158,Attrited Customer,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,2954,2433,0.381,0.315
715499058,Attrited Customer,36,F,2,High School,Married,$40K - $60K,Blue,36,1848,2775,0.435,0
718736883,Existing Customer,49,F,3,Uneducated,Single,Less than $40K,Blue,36,4328,3421,1.033,0.476
721045608,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,32,2943,4554,0.562,0.724
795823383,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,37,2419,3888,0.853,0
718338708,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,38,5481,3380,0.78,0
709199358,Attrited Customer,60,M,1,Uneducated,Married,Less than $40K,Blue,36,3316,1684,0.188,0
815324433,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,41,1438.3,4200,0.536,0
711493158,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,2801,4926,0.731,0.881
826417233,Existing Customer,35,F,4,College,Married,Less than $40K,Blue,31,2933,5089,0.868,0.345
711619608,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,36,21630,4584,0.75,0
709638783,Existing Customer,50,F,1,High School,Married,$40K - $60K,Blue,43,2961,4056,0.769,0.692
714706083,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,36,12229,4284,0.596,0.082
721473783,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,21,2272,4614,0.974,0.266
712230408,Existing Customer,42,M,4,Uneducated,Married,$120K +,Blue,37,6953,3700,0.569,0.208
716186883,Existing Customer,48,F,4,College,Married,$40K - $60K,Blue,37,1792,4120,0.773,0.521
715204083,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,2765,4990,0.905,0.326
817887408,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,34,6904,3485,0.615,0.166
789481233,Attrited Customer,39,M,2,High School,Married,$40K - $60K,Blue,30,2220,2859,0.833,0
718184883,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,34,1495,3878,0.703,0
718399233,Existing Customer,43,F,4,College,Single,$40K - $60K,Blue,36,1531,4152,0.54,0
779447358,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,32,2884,4486,0.86,0.73
789114408,Existing Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,38,4182,4693,0.608,0
710570058,Attrited Customer,44,F,1,Graduate,Single,Less than $40K,Blue,25,3101,2512,0.37,0
712681608,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,36,4542,4011,0.556,0.298
709086933,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,22,3372,4209,0.756,0.746
709179708,Existing Customer,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,3099,3622,0.667,0
823928058,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,48,5299,4509,0.717,0.109
796330983,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,35,2138,4785,0.518,0.6
779307558,Existing Customer,53,F,1,College,Unknown,$40K - $60K,Blue,35,3585,4806,0.653,0
788846508,Existing Customer,48,F,4,Uneducated,Married,$40K - $60K,Blue,32,2690,4567,0.8,0.707
783500283,Existing Customer,62,M,0,Graduate,Unknown,$80K - $120K,Blue,56,29100,5041,0.805,0.042
802247658,Attrited Customer,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,2699,2599,0.433,0.897
795573333,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,8376,4142,0.634,0.139
720377433,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,2396,4593,0.721,0.925
711243108,Existing Customer,50,M,1,Doctorate,Married,$80K - $120K,Blue,36,18964,3835,0.625,0.116
789351783,Existing Customer,40,F,5,Graduate,Married,Less than $40K,Blue,30,2114,4518,0.692,0.765
719699208,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,1623,4423,0.806,0.449
720774183,Existing Customer,40,F,1,High School,Divorced,Less than $40K,Blue,30,2579,4300,0.683,0.76
713590158,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5045,2042,0.481,0.412
715547058,Attrited Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,2089,2707,0.5,0
815596608,Existing Customer,48,F,5,Uneducated,Married,$40K - $60K,Blue,43,2866,4615,0.6,0.321
720031908,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,4370,4326,0.721,0
819969933,Existing Customer,43,F,2,High School,Single,$40K - $60K,Blue,38,5070,4193,0.811,0
714382608,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,2572,4315,0.518,0.451
720092283,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,2016,4379,0.95,0.485
720531633,Attrited Customer,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,3552,2665,0.333,0.709
708794133,Existing Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,2533,3197,1.174,0.843
713447583,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,36,3871,5480,0.933,0.531
716107158,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,20,3983,3098,0.438,0.108
719245083,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,1773,4087,0.762,0.868
708269583,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,2029,4014,0.686,0.679
720234708,Attrited Customer,45,M,2,High School,Single,$120K +,Blue,33,15490,2429,0.471,0
709436883,Existing Customer,56,F,2,Uneducated,Single,$40K - $60K,Blue,48,2941,5000,0.673,0.55
714140133,Existing Customer,42,F,4,Graduate,Unknown,Less than $40K,Blue,32,2314,4678,1,0.669
716136333,Attrited Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,24,4212,2725,0.519,0.598
715031433,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,36,6248,4664,0.579,0.239
810667158,Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,35,2430,4344,0.596,0.401
809937933,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,37,2470,4384,1,0.815
708997833,Existing Customer,49,F,4,Doctorate,Single,$40K - $60K,Blue,39,3255,4045,0.824,0.185
780086658,Attrited Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,18229,2060,0.625,0
788638908,Existing Customer,43,F,2,Graduate,Divorced,Less than $40K,Blue,30,2351,4278,0.821,0.905
715607958,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,36,4202,4385,0.66,0.524
708515358,Existing Customer,40,F,1,High School,Married,Less than $40K,Blue,36,4712,4216,0.64,0
716357058,Existing Customer,53,M,3,Uneducated,Single,$80K - $120K,Blue,36,2611,2955,0.6,0.301
716822583,Existing Customer,39,F,2,High School,Single,Less than $40K,Blue,36,5245,3648,0.574,0.153
721109358,Existing Customer,39,M,3,High School,Married,$60K - $80K,Blue,27,2583,4162,0.812,0
715492983,Existing Customer,40,M,3,Post-Graduate,Married,$120K +,Blue,36,7464,4348,0.879,0.337
708334158,Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,34,9863,3068,0.933,0.07
812488608,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,39,5024,4908,0.659,0.44
793345008,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,38,1438.3,4287,0.667,0
715487733,Attrited Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,36,1452,2287,0.5,0
708154833,Attrited Customer,39,F,2,Graduate,Single,Less than $40K,Blue,27,1438.3,2336,0.278,0.564
721147383,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,22,2448,4087,0.841,0.711
788941983,Attrited Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,22,2013,2425,0.923,0
715603233,Existing Customer,53,F,3,Uneducated,Married,$40K - $60K,Blue,42,2293,4436,0.542,0.637
709945458,Existing Customer,52,M,3,Uneducated,Single,$60K - $80K,Blue,40,1438.3,4791,0.708,0.356
768167358,Existing Customer,37,M,4,Doctorate,Single,$60K - $80K,Blue,31,1702,4301,0.72,0.598
721384308,Existing Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,36,3272,4763,0.593,0.71
713610933,Existing Customer,40,F,2,Uneducated,Married,Less than $40K,Blue,26,2708,4277,0.636,0
714257958,Existing Customer,41,F,3,Doctorate,Single,Less than $40K,Blue,31,1738,4220,0.889,0
772172883,Existing Customer,46,F,2,Uneducated,Unknown,$40K - $60K,Blue,35,6145,4893,0.824,0.22
720204558,Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,1640,4597,0.878,0.609
806219808,Existing Customer,52,M,3,College,Unknown,$120K +,Blue,47,5119,5146,0.956,0.385
775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,20769,1835,0.72,0.043
787596558,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,23,7116,4748,0.735,0.138
716041908,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,43,2082,4383,0.875,0.387
708837858,Existing Customer,44,F,4,Doctorate,Unknown,Less than $40K,Blue,34,2718,4423,0.619,0.632
828227433,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,46,5626,4957,1.049,0.138
714487458,Attrited Customer,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,2920,2306,0.625,0
711390333,Attrited Customer,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,6526,2331,0.452,0.075
787974108,Attrited Customer,37,F,1,High School,Single,$40K - $60K,Blue,27,1793,2374,0.429,0.442
788752833,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,32,2427,3857,0.816,0.651
773108958,Existing Customer,55,F,2,Uneducated,Married,$40K - $60K,Blue,48,3011,4439,0.875,0.71
827423433,Existing Customer,41,F,4,Graduate,Divorced,Less than $40K,Blue,37,7492,3668,0.675,0.187
779219208,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,28,1744,4811,0.686,0
721121283,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,2573,4289,0.841,0.497
756989583,Existing Customer,41,M,4,Graduate,Unknown,$40K - $60K,Blue,24,1605,4418,0.659,0
716614683,Existing Customer,49,M,3,College,Single,$60K - $80K,Gold,36,34516,3847,0.698,0.036
789942033,Attrited Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,34,10573,2237,0.387,0
740784258,Existing Customer,47,F,2,College,Single,Less than $40K,Blue,40,1789,4191,0.525,0.608
768141558,Existing Customer,51,M,3,College,Single,$40K - $60K,Blue,45,3272,4220,0.897,0.579
717179508,Existing Customer,33,F,0,Graduate,Single,Less than $40K,Blue,26,2382,4011,0.838,0.657
716520033,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,1981,4639,0.743,0.731
783625008,Existing Customer,51,M,2,Post-Graduate,Single,$120K +,Blue,45,22294,3444,0.614,0
769330908,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,2574,4134,0.55,0.604
789396783,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,20,2112,4729,0.733,0.525
770753733,Existing Customer,42,F,5,College,Single,Less than $40K,Blue,28,3044,4854,1.024,0.613
712659408,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,45,2721,4578,0.653,0.793
779655183,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,31,5033,4054,0.822,0
711278283,Existing Customer,61,F,1,High School,Unknown,Less than $40K,Blue,50,8604,4705,0.806,0.125
713345508,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,36,2325,4471,0.804,0.715
711379083,Existing Customer,60,F,0,Doctorate,Single,Less than $40K,Blue,42,2758,5124,0.644,0.518
789144633,Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,34,9705,2001,0.889,0.088
708393633,Existing Customer,41,F,0,High School,Married,Less than $40K,Blue,31,2685,4625,0.516,0.613
708657033,Existing Customer,60,F,2,College,Single,Less than $40K,Blue,54,2694,3837,0.732,0.714
717949008,Attrited Customer,40,F,4,High School,Single,$40K - $60K,Blue,29,1554,2341,0.483,0.265
718243533,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,2648,3880,0.721,0
779754408,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,33,2477,4349,0.725,0.857
711832533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Silver,32,34516,3748,0.938,0.04
788552658,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,30,2479,4562,0.72,0.71
719962458,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,34,2561,4869,0.522,0.582
712734933,Attrited Customer,43,F,2,College,Married,Less than $40K,Blue,36,4020,1952,0.345,0
711796683,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,38,7398,4311,0.921,0.214
709407933,Existing Customer,51,M,3,High School,Single,$80K - $120K,Silver,38,34516,4544,0.569,0.052
720494058,Existing Customer,51,F,2,College,Married,Less than $40K,Blue,25,3042,4781,0.756,0
717050883,Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,36,2688,4183,0.614,0.602
715659333,Existing Customer,43,F,4,High School,Single,$40K - $60K,Blue,36,4902,4508,0.643,0.513
720175008,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,34,5069,4055,0.692,0.364
713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,8766,2263,0.522,0
708360108,Existing Customer,50,M,1,College,Single,$40K - $60K,Blue,41,2800,4869,0.8,0.478
716631708,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,36,2713,4027,0.634,0.734
713025558,Attrited Customer,53,F,5,Doctorate,Single,Less than $40K,Blue,38,1438.3,1935,0.469,0
710506683,Existing Customer,47,F,4,High School,Single,$40K - $60K,Blue,39,1746,4543,0.974,0
712428333,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,41,2930,4041,0.596,0.649
718041033,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,36,2178,5363,0.81,0.668
718164858,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,34,2021,4642,0.672,0.634
809565183,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,1842,2650,0.483,0.339
778377183,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,29,18284,4846,0.736,0.063
712845258,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,34516,4161,0.868,0.048
771403008,Existing Customer,52,M,2,Graduate,Unknown,$60K - $80K,Blue,40,7215,4409,0.974,0
787441383,Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,37,1793,3989,0.938,0.716
711345258,Existing Customer,52,F,2,High School,Married,$40K - $60K,Blue,44,5731,4751,0.932,0
713685033,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33,2417,1848,0.407,0
718205283,Existing Customer,48,F,3,College,Single,$40K - $60K,Blue,37,1438.3,5035,0.767,0
708337683,Existing Customer,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,21800,3820,0.676,0.041
720941433,Attrited Customer,53,F,3,High School,Married,Less than $40K,Blue,41,1547,2312,0.303,0
710201058,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,38,1485,4198,0.912,0.496
785218458,Existing Customer,44,M,2,Graduate,Married,$40K - $60K,Blue,38,2505,4333,0.833,0.911
770740308,Existing Customer,49,F,4,Graduate,Unknown,$40K - $60K,Blue,35,2631,4691,0.704,0.646
787493808,Attrited Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,36,2700,2396,0.531,0.919
708846183,Existing Customer,48,M,4,College,Single,$60K - $80K,Blue,30,3307,4006,0.838,0.676
711151383,Attrited Customer,34,F,1,Post-Graduate,Single,Less than $40K,Blue,26,2066,2157,0.321,0.168
772063308,Existing Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,34,13362,4155,0.795,0
718574808,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,17,2431,4327,0.644,0.759
717131283,Existing Customer,43,F,4,High School,Divorced,$40K - $60K,Blue,34,6034,4712,0.914,0.262
716831508,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,34,1963,3492,1.034,0.776
813234108,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40,2922,3895,0.591,0.415
711027183,Existing Customer,50,M,4,College,Single,$40K - $60K,Blue,45,6943,4946,0.739,0.086
718812708,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,44,34516,1882,0.714,0.006
711267633,Attrited Customer,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,4248,2271,0.333,0.074
719613783,Existing Customer,51,F,1,Doctorate,Married,Less than $40K,Blue,42,1438.3,4211,0.778,0
719035758,Existing Customer,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,2383,4917,0.95,0.636
708473133,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,45,1677,4588,0.7,0
720963258,Attrited Customer,52,F,3,College,Married,Less than $40K,Blue,40,3474,2675,0.48,0
712676208,Existing Customer,46,F,5,High School,Single,Less than $40K,Blue,36,1787,4084,1.026,0.741
709005633,Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,51,18734,2112,0.857,0
712102983,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,1438.3,3832,0.673,0
754480233,Existing Customer,50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43,3525,4742,0.824,0
719042208,Existing Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33,2067,4565,0.806,0.605
715537383,Existing Customer,46,M,3,College,Single,$120K +,Blue,30,27378,3934,0.592,0.069
709460883,Attrited Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,28,1614,2437,0.438,0
789325008,Existing Customer,49,M,3,College,Single,Less than $40K,Blue,38,7862,3645,0.608,0.253
719195733,Existing Customer,47,M,3,College,Married,$60K - $80K,Blue,36,4284,4948,0.848,0.444
710226708,Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,1438.3,4573,0.691,0.473
711982383,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,49,21805,4694,0.411,0.081
716345283,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,4712,4277,0.571,0.407
710842308,Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26,2264,4150,0.844,0.41
788874333,Existing Customer,55,M,3,Post-Graduate,Unknown,$120K +,Blue,40,15631,4313,0.914,0.083
793712658,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46,15011,1821,0.385,0.168
719659758,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,35,2919,4194,0.756,0.572
716483358,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,29,6125,5481,0.7,0.217
786536808,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,45,21543,3928,0.64,0
807369708,Existing Customer,52,M,3,College,Married,$120K +,Blue,47,6355,4009,0.947,0
711397533,Existing Customer,52,F,2,High School,Married,Less than $40K,Blue,41,5616,3410,0.59,0.429
715233108,Existing Customer,38,M,1,College,Married,$60K - $80K,Blue,36,2836,4121,0.694,0.304
813807258,Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,45,1438.3,4670,0.864,0
718451133,Existing Customer,48,M,2,Graduate,Single,$60K - $80K,Blue,40,14951,3899,1.061,0.095
780019908,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,43,2172,4657,0.907,0.297
720302883,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,35,3390,4585,0.95,0.643
715893633,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,2193,4755,0.761,0.494
